Tarih,Dağıtılan Enerji (MWh)
2018-01-06 14:00:00,2005.4532138552565
2018-01-06 15:00:00,1933.673643767299
2018-01-06 16:00:00,1908.201441430372
2018-01-06 17:00:00,1965.9684323930078
2018-01-06 18:00:00,2177.8650343035515
2018-01-06 19:00:00,2198.110880449729
2018-01-06 20:00:00,2123.4236234114824
2018-01-06 21:00:00,2036.7908817385774
2018-01-06 22:00:00,1978.7870595494587
2018-01-06 23:00:00,1882.7940673622795
2018-01-07 00:00:00,1733.1397194427852
2018-01-07 01:00:00,1551.458952331792
2018-01-07 02:00:00,1417.8300565381276
2018-01-07 03:00:00,1326.354281237199
2018-01-07 04:00:00,1273.4534195888953
2018-01-07 05:00:00,1258.9835082875923
2018-01-07 06:00:00,1291.347212172719
2018-01-07 07:00:00,1339.690212339992
2018-01-07 08:00:00,1409.034903007078
2018-01-07 09:00:00,1558.108434638981
2018-01-07 10:00:00,1723.3516181774812
2018-01-07 11:00:00,1804.7811753322328
2018-01-07 12:00:00,1784.6208529261971
2018-01-07 13:00:00,1745.4381592400214
2018-01-07 14:00:00,1687.1492129903024
2018-01-07 15:00:00,1645.3167720203485
2018-01-07 16:00:00,1654.4400132481553
2018-01-07 17:00:00,1759.3667206803575
2018-01-07 18:00:00,2013.1935187823349
2018-01-07 19:00:00,2089.462609556468
2018-01-07 20:00:00,2050.207988697575
2018-01-07 21:00:00,2002.273587608494
2018-01-07 22:00:00,1939.6140067956726
2018-01-07 23:00:00,1810.840269772636
2018-01-08 00:00:00,1607.5362257214267
2018-01-08 01:00:00,1428.0869389683903
2018-01-08 02:00:00,1304.3750687882211
2018-01-08 03:00:00,1251.4470975471434
2018-01-08 04:00:00,1241.2533783666001
2018-01-08 05:00:00,1266.3979203490087
2018-01-08 06:00:00,1382.4922426310216
2018-01-08 07:00:00,1645.699528929569
2018-01-08 08:00:00,1975.8288088521927
2018-01-08 09:00:00,2202.336462089016
2018-01-08 10:00:00,2283.0013211456703
2018-01-08 11:00:00,2281.910584253158
2018-01-08 12:00:00,2127.563690080067
2018-01-08 13:00:00,2089.709805230123
2018-01-08 14:00:00,2062.9546804297565
2018-01-08 15:00:00,2017.3371440033732
2018-01-08 16:00:00,2041.3895306656968
2018-01-08 17:00:00,2091.1586606024075
2018-01-08 18:00:00,2198.5895190358005
2018-01-08 19:00:00,2230.1842368388557
2018-01-08 20:00:00,2188.9744558264006
2018-01-08 21:00:00,2092.799165647423
2018-01-08 22:00:00,1994.627919025285
2018-01-08 23:00:00,1879.8710790932703
2018-01-09 00:00:00,1679.6641375959719
2018-01-09 01:00:00,1507.535878000817
2018-01-09 02:00:00,1402.5576496073031
2018-01-09 03:00:00,1348.6207090461407
2018-01-09 04:00:00,1326.4960033767406
2018-01-09 05:00:00,1337.7720061250814
2018-01-09 06:00:00,1435.737708969822
2018-01-09 07:00:00,1677.815256270309
2018-01-09 08:00:00,2001.0143858021747
2018-01-09 09:00:00,2228.8045549830927
2018-01-09 10:00:00,2311.547030876794
2018-01-09 11:00:00,2347.0943675716117
2018-01-09 12:00:00,2200.3501853668417
2018-01-09 13:00:00,2174.1903046861107
2018-01-09 14:00:00,2166.612301354695
2018-01-09 15:00:00,2145.3074277864557
2018-01-09 16:00:00,2154.2832233866807
2018-01-09 17:00:00,2192.8365372397548
2018-01-09 18:00:00,2268.116450808743
2018-01-09 19:00:00,2279.038204542249
2018-01-09 20:00:00,2201.3874346087346
2018-01-09 21:00:00,2108.283259989728
2018-01-09 22:00:00,2023.5513031350886
2018-01-09 23:00:00,1815.440554611049
2018-01-10 00:00:00,1698.512543317505
2018-01-10 01:00:00,1513.331423048014
2018-01-10 02:00:00,1381.7067747256142
2018-01-10 03:00:00,1322.1362941464859
2018-01-10 04:00:00,1330.2927881570672
2018-01-10 05:00:00,1349.805090552963
2018-01-10 06:00:00,1451.6980510866347
2018-01-10 07:00:00,1690.051238552455
2018-01-10 08:00:00,2021.4888421616968
2018-01-10 09:00:00,2244.8715946700836
2018-01-10 10:00:00,2332.593937110488
2018-01-10 11:00:00,2413.5398345239746
2018-01-10 12:00:00,2277.4578055028783
2018-01-10 13:00:00,2264.325235766242
2018-01-10 14:00:00,2257.234566402399
2018-01-10 15:00:00,2222.6868392417614
2018-01-10 16:00:00,2240.28915570595
2018-01-10 17:00:00,2272.1427218771023
2018-01-10 18:00:00,2331.8822720830635
2018-01-10 19:00:00,2305.6978716919293
2018-01-10 20:00:00,2234.6254743715367
2018-01-10 21:00:00,2144.0141661667667
2018-01-10 22:00:00,2059.1589031784724
2018-01-10 23:00:00,1916.0050058732893
2018-01-11 00:00:00,1661.8967672071528
2018-01-11 01:00:00,1493.9223782735726
2018-01-11 02:00:00,1384.7823718835632
2018-01-11 03:00:00,1327.7096929089803
2018-01-11 04:00:00,1319.2466333251566
2018-01-11 05:00:00,1323.7011404626915
2018-01-11 06:00:00,1421.756428550074
2018-01-11 07:00:00,1656.3655120205897
2018-01-11 08:00:00,1950.743599516523
2018-01-11 09:00:00,2188.2645115110786
2018-01-11 10:00:00,2303.957066436016
2018-01-11 11:00:00,2361.0907280249107
2018-01-11 12:00:00,2219.669874149175
2018-01-11 13:00:00,2230.9237284219303
2018-01-11 14:00:00,2201.6506935110115
2018-01-11 15:00:00,2126.5066585856316
2018-01-11 16:00:00,2113.395878670392
2018-01-11 17:00:00,2151.411453896259
2018-01-11 18:00:00,2244.4177629314418
2018-01-11 19:00:00,2252.5403543800458
2018-01-11 20:00:00,2189.115392770871
2018-01-11 21:00:00,2102.8220328381067
2018-01-11 22:00:00,2020.1362702609183
2018-01-11 23:00:00,1917.7755842546574
2018-01-12 00:00:00,1694.2702010285489
2018-01-12 01:00:00,1527.5723078593364
2018-01-12 02:00:00,1413.6274736416028
2018-01-12 03:00:00,1347.4005638077524
2018-01-12 04:00:00,1321.443570852701
2018-01-12 05:00:00,1342.7634164743968
2018-01-12 06:00:00,1442.8503636144872
2018-01-12 07:00:00,1657.7547546953676
2018-01-12 08:00:00,1933.5294727559685
2018-01-12 09:00:00,2148.827318600468
2018-01-12 10:00:00,2258.4210395391174
2018-01-12 11:00:00,2308.2080691909273
2018-01-12 12:00:00,2216.7396797153406
2018-01-12 13:00:00,2159.1413223257723
2018-01-12 14:00:00,2154.311824070542
2018-01-12 15:00:00,2084.0465226824726
2018-01-12 16:00:00,2086.7862541998093
2018-01-12 17:00:00,2091.0155559942236
2018-01-12 18:00:00,2186.4158808203156
2018-01-12 19:00:00,2201.1923453103623
2018-01-12 20:00:00,2134.5371295210184
2018-01-12 21:00:00,2039.9226320024238
2018-01-12 22:00:00,1955.4511225991428
2018-01-12 23:00:00,1867.3549016312625
2018-01-13 00:00:00,1711.8607254217968
2018-01-13 01:00:00,1532.7777655433051
2018-01-13 02:00:00,1404.6909286206812
2018-01-13 03:00:00,1335.849633535854
2018-01-13 04:00:00,1307.4367233654502
2018-01-13 05:00:00,1311.9199087820011
2018-01-13 06:00:00,1338.5588468324618
2018-01-13 07:00:00,1451.5121632838207
2018-01-13 08:00:00,1682.7660109282444
2018-01-13 09:00:00,1912.3191065820597
2018-01-13 10:00:00,2138.6653480642817
2018-01-13 11:00:00,2240.036619728986
2018-01-13 12:00:00,2202.275992130326
2018-01-13 13:00:00,2213.6888617024447
2018-01-13 14:00:00,2206.6052328735973
2018-01-13 15:00:00,2167.0502421315173
2018-01-13 16:00:00,2088.9586880850034
2018-01-13 17:00:00,2076.8503150232787
2018-01-13 18:00:00,2194.867406327338
2018-01-13 19:00:00,2193.1302436333362
2018-01-13 20:00:00,2101.020863527479
2018-01-13 21:00:00,1996.3310789467853
2018-01-13 22:00:00,1914.3277742813318
2018-01-13 23:00:00,1834.1961253747338
2018-01-14 00:00:00,1682.4062612215473
2018-01-14 01:00:00,1503.1767847104038
2018-01-14 02:00:00,1360.3082315071988
2018-01-14 03:00:00,1273.3681344747715
2018-01-14 04:00:00,1241.0002033200194
2018-01-14 05:00:00,1224.646699173094
2018-01-14 06:00:00,1244.4416149198698
2018-01-14 07:00:00,1307.6346000824474
2018-01-14 08:00:00,1376.855018651435
2018-01-14 09:00:00,1556.3140381254561
2018-01-14 10:00:00,1757.5210215541538
2018-01-14 11:00:00,1885.7748233552693
2018-01-14 12:00:00,1898.504139542448
2018-01-14 13:00:00,1946.3443232833383
2018-01-14 14:00:00,1892.50276591092
2018-01-14 15:00:00,1856.0873275005636
2018-01-14 16:00:00,1871.4721303305346
2018-01-14 17:00:00,1945.1037533152576
2018-01-14 18:00:00,2144.453920572053
2018-01-14 19:00:00,2197.3027661926253
2018-01-14 20:00:00,2134.545838333732
2018-01-14 21:00:00,2066.8189629765902
2018-01-14 22:00:00,2007.6156170351844
2018-01-14 23:00:00,1893.0999457999264
2018-01-15 00:00:00,1660.1957993751753
2018-01-15 01:00:00,1467.554301573685
2018-01-15 02:00:00,1347.9343810773773
2018-01-15 03:00:00,1292.5296085010045
2018-01-15 04:00:00,1273.6118867448376
2018-01-15 05:00:00,1297.2864617049595
2018-01-15 06:00:00,1418.1318125254727
2018-01-15 07:00:00,1693.5034896352756
2018-01-15 08:00:00,2056.904648727113
2018-01-15 09:00:00,2318.970877300796
2018-01-15 10:00:00,2409.313422944779
2018-01-15 11:00:00,2458.5524429088473
2018-01-15 12:00:00,2324.4272280882
2018-01-15 13:00:00,2310.7547433660257
2018-01-15 14:00:00,2292.399626950665
2018-01-15 15:00:00,2235.9460783141335
2018-01-15 16:00:00,2247.3029603132513
2018-01-15 17:00:00,2309.358792065406
2018-01-15 18:00:00,2406.1712349638688
2018-01-15 19:00:00,2416.229509229615
2018-01-15 20:00:00,2353.0300381980032
2018-01-15 21:00:00,2231.688522536804
2018-01-15 22:00:00,2134.555366098341
2018-01-15 23:00:00,2020.8179584035229
2018-01-16 00:00:00,1792.4995115371783
2018-01-16 01:00:00,1581.0651955099543
2018-01-16 02:00:00,1460.2445564017166
2018-01-16 03:00:00,1408.4986375982865
2018-01-16 04:00:00,1381.8069232211726
2018-01-16 05:00:00,1390.9244826248275
2018-01-16 06:00:00,1486.1528923378523
2018-01-16 07:00:00,1711.9309809295019
2018-01-16 08:00:00,2047.2553465348635
2018-01-16 09:00:00,2293.38449307612
2018-01-16 10:00:00,2412.017049968257
2018-01-16 11:00:00,2502.4160127810774
2018-01-16 12:00:00,2396.1806114501037
2018-01-16 13:00:00,2436.873426715032
2018-01-16 14:00:00,2463.5353563058666
2018-01-16 15:00:00,2438.010682448472
2018-01-16 16:00:00,2419.9084317005045
2018-01-16 17:00:00,2401.0833495304764
2018-01-16 18:00:00,2411.2565670783674
2018-01-16 19:00:00,2410.5185448767274
2018-01-16 20:00:00,2333.9569790967753
2018-01-16 21:00:00,2229.6934735110112
2018-01-16 22:00:00,2143.309067337478
2018-01-16 23:00:00,2000.5305740006172
2018-01-17 00:00:00,1782.1939688501864
2018-01-17 01:00:00,1573.6070462450248
2018-01-17 02:00:00,1462.7496641547527
2018-01-17 03:00:00,1386.9616468386148
2018-01-17 04:00:00,1386.8005158515102
2018-01-17 05:00:00,1417.4880016267673
2018-01-17 06:00:00,1518.7733188747877
2018-01-17 07:00:00,1738.546538302295
2018-01-17 08:00:00,2059.3015879393347
2018-01-17 09:00:00,2288.057156584508
2018-01-17 10:00:00,2361.3519487443295
2018-01-17 11:00:00,2373.6475996313957
2018-01-17 12:00:00,2249.2713644727655
2018-01-17 13:00:00,2222.674414012831
2018-01-17 14:00:00,2217.3655356149957
2018-01-17 15:00:00,2181.9346885301684
2018-01-17 16:00:00,2197.6396952355008
2018-01-17 17:00:00,2221.2552497247316
2018-01-17 18:00:00,2270.7878677067656
2018-01-17 19:00:00,2272.513561287459
2018-01-17 20:00:00,2194.007632981527
2018-01-17 21:00:00,2093.0167669768325
2018-01-17 22:00:00,1997.3955821710206
2018-01-17 23:00:00,1880.9536437548445
2018-01-18 00:00:00,1694.7658372175342
2018-01-18 01:00:00,1508.8263712591115
2018-01-18 02:00:00,1390.4781349964965
2018-01-18 03:00:00,1328.65500750764
2018-01-18 04:00:00,1305.913476293104
2018-01-18 05:00:00,1305.8443108229624
2018-01-18 06:00:00,1384.3223898474976
2018-01-18 07:00:00,1602.3053864648723
2018-01-18 08:00:00,1873.6936726028487
2018-01-18 09:00:00,2144.4820401069824
2018-01-18 10:00:00,2293.5315186294565
2018-01-18 11:00:00,2438.503835802174
2018-01-18 12:00:00,2401.507402777573
2018-01-18 13:00:00,2464.49400220821
2018-01-18 14:00:00,2440.0186004039642
2018-01-18 15:00:00,2410.0664880436266
2018-01-18 16:00:00,2412.889111026409
2018-01-18 17:00:00,2408.198887297974
2018-01-18 18:00:00,2437.7689286024074
2018-01-18 19:00:00,2456.5249967235413
2018-01-18 20:00:00,2387.01105730311
2018-01-18 21:00:00,2279.681925535238
2018-01-18 22:00:00,2198.3995062468316
2018-01-18 23:00:00,2071.1097304969253
2018-01-19 00:00:00,1846.0563893289027
2018-01-19 01:00:00,1656.249938973835
2018-01-19 02:00:00,1525.341480964444
2018-01-19 03:00:00,1461.6342425674243
2018-01-19 04:00:00,1437.6415545545285
2018-01-19 05:00:00,1456.0405503501324
2018-01-19 06:00:00,1551.6345384019576
2018-01-19 07:00:00,1806.1789686794086
2018-01-19 08:00:00,2176.2061950425023
2018-01-19 09:00:00,2419.940687160947
2018-01-19 10:00:00,2449.776324974517
2018-01-19 11:00:00,2462.3592765353046
2018-01-19 12:00:00,2360.2058926775353
2018-01-19 13:00:00,2272.175643768182
2018-01-19 14:00:00,2234.514780489915
2018-01-19 15:00:00,2187.1715399353884
2018-01-19 16:00:00,2183.2974119568594
2018-01-19 17:00:00,2214.6214596649475
2018-01-19 18:00:00,2326.3327926305137
2018-01-19 19:00:00,2373.3936429532873
2018-01-19 20:00:00,2306.103478645724
2018-01-19 21:00:00,2206.5987692604103
2018-01-19 22:00:00,2135.425711244384
2018-01-19 23:00:00,2055.5088866571214
2018-01-20 00:00:00,1866.4201931428474
2018-01-20 01:00:00,1656.0947815640939
2018-01-20 02:00:00,1526.9944771674488
2018-01-20 03:00:00,1450.7815607227253
2018-01-20 04:00:00,1420.9086815277203
2018-01-20 05:00:00,1421.2206432185917
2018-01-20 06:00:00,1478.744519125564
2018-01-20 07:00:00,1608.6720180615255
2018-01-20 08:00:00,1826.0336296387138
2018-01-20 09:00:00,2099.9916694217964
2018-01-20 10:00:00,2233.800909423362
2018-01-20 11:00:00,2298.062703981768
2018-01-20 12:00:00,2213.632889721909
2018-01-20 13:00:00,2204.5654450251513
2018-01-20 14:00:00,2162.813911034918
2018-01-20 15:00:00,2084.769446846173
2018-01-20 16:00:00,2071.609947181844
2018-01-20 17:00:00,2067.3323894323785
2018-01-20 18:00:00,2188.2408613043017
2018-01-20 19:00:00,2189.3739165266634
2018-01-20 20:00:00,2080.7272856073696
2018-01-20 21:00:00,1987.320528613697
2018-01-20 22:00:00,1905.6969373221596
2018-01-20 23:00:00,1834.1288538067618
2018-01-21 00:00:00,1684.9430800591035
2018-01-21 01:00:00,1500.6277779620627
2018-01-21 02:00:00,1353.4738014505444
2018-01-21 03:00:00,1278.4509126537498
2018-01-21 04:00:00,1241.342308014837
2018-01-21 05:00:00,1220.7485585216598
2018-01-21 06:00:00,1246.7942211670743
2018-01-21 07:00:00,1289.0198347977866
2018-01-21 08:00:00,1327.0763926208147
2018-01-21 09:00:00,1477.9365579123519
2018-01-21 10:00:00,1670.363417176907
2018-01-21 11:00:00,1789.9871133058666
2018-01-21 12:00:00,1809.474417730618
2018-01-21 13:00:00,1808.3672111886117
2018-01-21 14:00:00,1782.494410817759
2018-01-21 15:00:00,1764.915132291713
2018-01-21 16:00:00,1754.5135147020032
2018-01-21 17:00:00,1815.9134517164646
2018-01-21 18:00:00,1942.3774309724442
2018-01-21 19:00:00,2008.7645260224629
2018-01-21 20:00:00,1947.9287531471682
2018-01-21 21:00:00,1872.2793564871595
2018-01-21 22:00:00,1820.3421003937572
2018-01-21 23:00:00,1743.7529139877208
2018-01-22 00:00:00,1574.4599979904772
2018-01-22 01:00:00,1392.6627695275458
2018-01-22 02:00:00,1288.1432900617256
2018-01-22 03:00:00,1230.1702315810696
2018-01-22 04:00:00,1218.105038724865
2018-01-22 05:00:00,1224.1204762426441
2018-01-22 06:00:00,1302.964469707956
2018-01-22 07:00:00,1499.900405362895
2018-01-22 08:00:00,1821.080316184358
2018-01-22 09:00:00,2095.2729589776477
2018-01-22 10:00:00,2231.720154385623
2018-01-22 11:00:00,2321.8536792902805
2018-01-22 12:00:00,2255.85507514686
2018-01-22 13:00:00,2336.7518854621826
2018-01-22 14:00:00,2362.158831485594
2018-01-22 15:00:00,2319.566730923242
2018-01-22 16:00:00,2284.6404616434097
2018-01-22 17:00:00,2256.483955733682
2018-01-22 18:00:00,2254.066609378481
2018-01-22 19:00:00,2246.1575198927544
2018-01-22 20:00:00,2181.766176301546
2018-01-22 21:00:00,2087.815314438331
2018-01-22 22:00:00,1999.954199101471
2018-01-22 23:00:00,1902.8402738384807
2018-01-23 00:00:00,1721.894822507881
2018-01-23 01:00:00,1531.844178741266
2018-01-23 02:00:00,1422.0436388995226
2018-01-23 03:00:00,1363.1316797947895
2018-01-23 04:00:00,1345.6684137479012
2018-01-23 05:00:00,1347.686977462999
2018-01-23 06:00:00,1422.101535586381
2018-01-23 07:00:00,1613.3521358278995
2018-01-23 08:00:00,1954.3595619971122
2018-01-23 09:00:00,2240.739843051077
2018-01-23 10:00:00,2346.9056078236454
2018-01-23 11:00:00,2394.9014477025107
2018-01-23 12:00:00,2318.369056052643
2018-01-23 13:00:00,2352.847617242952
2018-01-23 14:00:00,2338.0197022788843
2018-01-23 15:00:00,2288.78286495686
2018-01-23 16:00:00,2308.923720458986
2018-01-23 17:00:00,2324.953855441769
2018-01-23 18:00:00,2391.9132078169437
2018-01-23 19:00:00,2416.7171657470185
2018-01-23 20:00:00,2352.1739515317336
2018-01-23 21:00:00,2249.3409229057165
2018-01-23 22:00:00,2147.606792251153
2018-01-23 23:00:00,2037.6847595833171
2018-01-24 00:00:00,1827.5316469717616
2018-01-24 01:00:00,1609.3962683508153
2018-01-24 02:00:00,1481.755217119062
2018-01-24 03:00:00,1414.562334333598
2018-01-24 04:00:00,1386.3834313144416
2018-01-24 05:00:00,1395.8868020182085
2018-01-24 06:00:00,1465.382292973193
2018-01-24 07:00:00,1664.1356403459856
2018-01-24 08:00:00,2021.2137955339813
2018-01-24 09:00:00,2314.353939157309
2018-01-24 10:00:00,2446.347299662566
2018-01-24 11:00:00,2511.742644150232
2018-01-24 12:00:00,2449.6390792162774
2018-01-24 13:00:00,2488.511258926306
2018-01-24 14:00:00,2472.7421947605976
2018-01-24 15:00:00,2409.9599498098005
2018-01-24 16:00:00,2391.4807296085346
2018-01-24 17:00:00,2426.410219885611
2018-01-24 18:00:00,2450.5659797910844
2018-01-24 19:00:00,2469.7166045269046
2018-01-24 20:00:00,2416.3725576484794
2018-01-24 21:00:00,2305.8116004680023
2018-01-24 22:00:00,2220.350072325398
2018-01-24 23:00:00,2122.8587305559604
2018-01-25 00:00:00,1883.1304066040389
2018-01-25 01:00:00,1681.3250827556606
2018-01-25 02:00:00,1549.951864997928
2018-01-25 03:00:00,1473.7223109416486
2018-01-25 04:00:00,1443.4921788501865
2018-01-25 05:00:00,1453.4098867259224
2018-01-25 06:00:00,1535.3107121584992
2018-01-25 07:00:00,1727.7886087020693
2018-01-25 08:00:00,2086.6686787447043
2018-01-25 09:00:00,2371.348252271125
2018-01-25 10:00:00,2481.9359971918097
2018-01-25 11:00:00,2545.654178703261
2018-01-25 12:00:00,2484.99941826762
2018-01-25 13:00:00,2477.0958331988195
2018-01-25 14:00:00,2442.948728278884
2018-01-25 15:00:00,2407.9907425453785
2018-01-25 16:00:00,2408.470105614113
2018-01-25 17:00:00,2428.476328220598
2018-01-25 18:00:00,2477.8048293863058
2018-01-25 19:00:00,2506.199128094019
2018-01-25 20:00:00,2427.4076281421653
2018-01-25 21:00:00,2311.3512865892035
2018-01-25 22:00:00,2233.689505329719
2018-01-25 23:00:00,2114.6396766622584
2018-01-26 00:00:00,1887.592930678659
2018-01-26 01:00:00,1675.849265572669
2018-01-26 02:00:00,1544.8676263998848
2018-01-26 03:00:00,1469.2387949790127
2018-01-26 04:00:00,1440.2308039055827
2018-01-26 05:00:00,1452.1910793526213
2018-01-26 06:00:00,1548.012539662433
2018-01-26 07:00:00,1743.605824299847
2018-01-26 08:00:00,2103.0503867559687
2018-01-26 09:00:00,2376.6022716305138
2018-01-26 10:00:00,2503.373793265106
2018-01-26 11:00:00,2567.0711982103912
2018-01-26 12:00:00,2503.837202869276
2018-01-26 13:00:00,2409.8704670001757
2018-01-26 14:00:00,2375.273841763728
2018-01-26 15:00:00,2318.816547433503
2018-01-26 16:00:00,2304.401903481514
2018-01-26 17:00:00,2343.122822110287
2018-01-26 18:00:00,2426.930059635584
2018-01-26 19:00:00,2469.9098225476264
2018-01-26 20:00:00,2412.3029203389765
2018-01-26 21:00:00,2289.5891460767357
2018-01-26 22:00:00,2190.7770959872137
2018-01-26 23:00:00,2107.0598449040854
2018-01-27 00:00:00,1912.2997185203358
2018-01-27 01:00:00,1702.393471152988
2018-01-27 02:00:00,1565.7682618966335
2018-01-27 03:00:00,1487.2559696191827
2018-01-27 04:00:00,1442.9143695972705
2018-01-27 05:00:00,1445.2411069055827
2018-01-27 06:00:00,1502.386049869584
2018-01-27 07:00:00,1632.68306254681
2018-01-27 08:00:00,1863.4891490204564
2018-01-27 09:00:00,2131.060185774684
2018-01-27 10:00:00,2274.2132899255557
2018-01-27 11:00:00,2342.7708347129596
2018-01-27 12:00:00,2246.3437003319664
2018-01-27 13:00:00,2221.6610055238416
2018-01-27 14:00:00,2143.1979708333442
2018-01-27 15:00:00,2064.346635388246
2018-01-27 16:00:00,2046.4371837207852
2018-01-27 17:00:00,2080.9306315511976
2018-01-27 18:00:00,2240.8759740021833
2018-01-27 19:00:00,2328.23518881895
